-->> Training and testing with OR
iter:0     |X: 1  1 -1  1  |Y: 1  |y_:-1  | err: 2  | W:0.16 0.15 -0.29 0.15
iter:243   |X: 1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:244   |X:-1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:245   |X: 1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:246   |X:-1 -1 -1  1  |Y:-1  |y_:-1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:247   |X: 1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:248   |X: 1 -1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:249   |X: 1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:250   |X:-1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:251   |X:-1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:252   |X:-1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:253   |X: 1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:254   |X: 1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:255   |X:-1 -1 -1  1  |Y:-1  |y_:-1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:256   |X: 1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:257   |X:-1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:258   |X: 1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:259   |X: 1 -1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:260   |X: 1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:261   |X:-1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:262   |X:-1 -1 -1  1  |Y:-1  |y_:-1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:263   |X:-1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:264   |X:-1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:265   |X:-1 -1 -1  1  |Y:-1  |y_:-1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:266   |X: 1 -1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:267   |X:-1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:268   |X: 1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:269   |X: 1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:270   |X: 1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:271   |X:-1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:272   |X: 1 -1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:273   |X: 1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:274   |X:-1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:275   |X:-1 -1 -1  1  |Y:-1  |y_:-1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:276   |X: 1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:277   |X:-1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:278   |X: 1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:279   |X:-1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:280   |X: 1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:281   |X:-1 -1 -1  1  |Y:-1  |y_:-1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:282   |X: 1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:283   |X:-1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:284   |X: 1 -1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:285   |X: 1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:286   |X:-1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:287   |X:-1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:288   |X: 1 -1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:289   |X:-1 -1 -1  1  |Y:-1  |y_:-1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:290   |X:-1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:291   |X: 1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:292   |X: 1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:293   |X: 1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:294   |X:-1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:295   |X:-1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:296   |X: 1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:297   |X: 1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:298   |X:-1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:299   |X:-1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:300   |X:-1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:301   |X: 1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:302   |X:-1 -1 -1  1  |Y:-1  |y_:-1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:303   |X: 1 -1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:304   |X:-1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:305   |X: 1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:306   |X: 1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:307   |X: 1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:308   |X: 1 -1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:309   |X:-1 -1 -1  1  |Y:-1  |y_:-1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:310   |X:-1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:311   |X:-1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:312   |X: 1 -1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:313   |X:-1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:314   |X:-1 -1 -1  1  |Y:-1  |y_:-1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:315   |X: 1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:316   |X: 1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:317   |X: 1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:318   |X:-1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:319   |X:-1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:320   |X:-1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:321   |X: 1 -1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:322   |X:-1 -1 -1  1  |Y:-1  |y_:-1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:323   |X:-1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:324   |X: 1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:325   |X:-1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:326   |X: 1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:327   |X: 1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:328   |X:-1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:329   |X: 1 -1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:330   |X:-1 -1 -1  1  |Y:-1  |y_:-1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:331   |X: 1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:332   |X:-1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:333   |X:-1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:334   |X: 1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:335   |X: 1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:336   |X:-1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:337   |X: 1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:338   |X:-1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:339   |X: 1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:340   |X: 1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:341   |X:-1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:342   |X: 1 -1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:343   |X:-1 -1 -1  1  |Y:-1  |y_:-1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:344   |X:-1 -1 -1  1  |Y:-1  |y_:-1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:345   |X:-1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:346   |X: 1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:347   |X: 1 -1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:348   |X: 1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:349   |X:-1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:350   |X:-1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:351   |X: 1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:352   |X:-1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:353   |X:-1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:354   |X:-1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:355   |X: 1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:356   |X:-1 -1 -1  1  |Y:-1  |y_:-1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:357   |X: 1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:358   |X: 1 -1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:359   |X: 1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:360   |X:-1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:361   |X: 1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:362   |X:-1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:363   |X: 1 -1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:364   |X:-1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:365   |X: 1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:366   |X:-1 -1 -1  1  |Y:-1  |y_:-1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:367   |X: 1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:368   |X: 1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:369   |X:-1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:370   |X: 1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:371   |X:-1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:372   |X: 1 -1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:373   |X:-1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:374   |X:-1 -1 -1  1  |Y:-1  |y_:-1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:375   |X: 1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:376   |X:-1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:377   |X: 1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:378   |X: 1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:379   |X:-1 -1 -1  1  |Y:-1  |y_:-1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:380   |X: 1 -1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:381   |X: 1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:382   |X:-1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:383   |X:-1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:384   |X:-1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:385   |X: 1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:386   |X:-1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:387   |X: 1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:388   |X: 1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:389   |X:-1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:390   |X: 1 -1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:391   |X:-1 -1 -1  1  |Y:-1  |y_:-1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:392   |X:-1 -1 -1  1  |Y:-1  |y_:-1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:393   |X: 1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:394   |X:-1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:395   |X: 1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:396   |X:-1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:397   |X: 1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:398   |X:-1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:399   |X: 1 -1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:400   |X: 1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:401   |X:-1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:402   |X:-1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:403   |X: 1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:404   |X: 1 -1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:405   |X:-1 -1 -1  1  |Y:-1  |y_:-1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:406   |X: 1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:407   |X:-1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:408   |X:-1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:409   |X:-1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:410   |X:-1 -1 -1  1  |Y:-1  |y_:-1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:411   |X: 1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:412   |X:-1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:413   |X: 1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:414   |X: 1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:415   |X: 1 -1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:416   |X: 1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:417   |X:-1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:418   |X:-1 -1 -1  1  |Y:-1  |y_:-1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:419   |X: 1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:420   |X: 1 -1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:421   |X:-1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:422   |X: 1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:423   |X:-1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:424   |X: 1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:425   |X: 1 -1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:426   |X:-1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:427   |X:-1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:428   |X:-1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:429   |X: 1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:430   |X:-1 -1 -1  1  |Y:-1  |y_:-1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:431   |X: 1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:432   |X:-1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:433   |X: 1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:434   |X: 1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:435   |X: 1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:436   |X: 1 -1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:437   |X:-1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:438   |X:-1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:439   |X:-1 -1 -1  1  |Y:-1  |y_:-1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:440   |X: 1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:441   |X:-1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:442   |X: 1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:443   |X: 1 -1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:444   |X:-1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:445   |X:-1 -1 -1  1  |Y:-1  |y_:-1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:446   |X:-1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:447   |X: 1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:448   |X:-1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:449   |X: 1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:450   |X:-1 -1 -1  1  |Y:-1  |y_:-1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:451   |X: 1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:452   |X:-1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:453   |X: 1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:454   |X:-1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:455   |X: 1 -1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:456   |X: 1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:457   |X: 1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:458   |X:-1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:459   |X: 1 -1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:460   |X:-1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:461   |X:-1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:462   |X: 1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:463   |X:-1 -1 -1  1  |Y:-1  |y_:-1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:464   |X:-1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:465   |X: 1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:466   |X:-1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:467   |X: 1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:468   |X:-1 -1 -1  1  |Y:-1  |y_:-1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:469   |X: 1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:470   |X: 1 -1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:471   |X:-1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:472   |X: 1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:473   |X:-1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:474   |X:-1 -1 -1  1  |Y:-1  |y_:-1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:475   |X: 1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:476   |X:-1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:477   |X:-1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:478   |X: 1 -1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:479   |X: 1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:480   |X:-1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:481   |X:-1 -1 -1  1  |Y:-1  |y_:-1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:482   |X: 1  1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:483   |X: 1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:484   |X:-1  1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:485   |X:-1 -1  1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
iter:486   |X: 1 -1 -1  1  |Y: 1  |y_: 1  | err: 0  | W:0.96 0.95 0.51 0.15
